SMILES,molar_mass,log_p_sat,c,volatility
CC(CC(C)O)O,104.1476,-3.0574958938319194,0.03680309763833009,IVOC
CC(C)C(CC(=O)C)OO,146.1843,-2.752026733638193,0.10437704563449834,IVOC
CC1(C)CC(C1CC=O)C(=O)C(=O)CC=O,224.253,-5.055024091587952,0.0007969758678524978,IVOC
C=C(CC=O)C1CC(C)(C)C1CC=O,194.2701,-3.627087997029893,0.018494771411265164,IVOC
CC(C)(C(=O)CC=O)O,130.1418,-1.8860566476931635,0.6824819389074054,IVOC
CC(C(=O)CON(=O)=O)(C(=O)O)ON(=O)=O,238.1091,-2.5900668766687054,0.2468539711272972,IVOC
CC1=CC(C)OC1=O,112.1265,-2.193820026016113,0.28948045143337015,IVOC
CC(C)(C(=O)OON(=O)=O)ON(=O)=O,210.099,-0.2291479883578558,50.00425925985771,VOC
C(C=O)C(=O)C(=O)CC=O,142.1094,-3.2471835688117285,0.03244667795406829,IVOC
CCCC(O)OCCO,134.1736,-3.7878123955960414,0.008822378338647926,IVOC
CC(=O)C(=O)OC(C)(C(=O)C)OO,190.1507,-3.625251653989896,0.018179304991042502,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)C(CC=O)O,254.3221,-6.690369832574102,2.092884538998149e-05,SVOC
C(CC(=O)OO)C=O,118.088,-1.9030899869919435,0.595452031802247,IVOC
CC(C)C(=O)CON(=O)=O,147.1293,-1.288192770958809,3.0565914857164698,VOC
CC1(C)C2CC1C(C)(C(=O)C2)ON(=O)=O,213.2304,-2.9706162223147903,0.09203730652838311,IVOC
CC(C)(C(C(=O)OON(=O)=O)ON(=O)=O)O,240.125,-1.4881166390211256,3.1481233466138634,VOC
Cc1cccc(c1)OO,124.1372,-1.882728704344236,0.6560006085667424,IVOC
CC(C(C)(CC=O)O)O,132.1577,-2.08565684288056,0.43769000594335655,IVOC
CC1=C(C)C(=O)C(C(C1=O)O)OO,186.162,-5.761953896871205,0.00012991764526777303,SVOC
CC12C=CC(C(C1O)OO2)(O)OO,190.1507,-5.876148359032914,0.00010201888454888826,SVOC
CCC1=C(C)C(=O)C(C(C1=O)O)OO,200.1886,-6.109020403010312,6.282752340723348e-05,SVOC
CC(C)(CC=O)C(CC=O)ON(=O)=O,203.1925,-3.493494967595128,0.02631138487772166,IVOC
CCC(=O)CCC=O,114.1424,-1.07727454200674,3.8539267789197806,VOC
CCC(CCC(C)OO)O,148.2001,-3.486782399932061,0.01948933846934798,IVOC
CC(=O)CCC1C(C)(C)CC1(C(=O)CCO)OO,258.3108,-6.742321425130816,1.8860453909667305e-05,SVOC
CC(CC(=O)C(C)OO)O,148.1571,-4.590066876668706,0.0015359836514313838,IVOC
CCC(CCC(=O)OO)O,148.1571,-2.785156151952302,0.09801607736760591,IVOC
CCc1ccc(C)c(c1OO)N(=O)=O,197.1879,-3.31069114087638,0.03889735963565416,IVOC
C=CC(=O)O,72.0627,-0.8446639625349383,4.15697649339359,VOC
C(=CCON(=O)=O)CO,133.1027,-2.4282911681913126,0.20027498059891005,IVOC
CCCOC(=O)C,102.1317,0.0899051114393979,50.675340275044775,VOC
C=C(CCC(=O)OO)C1CC(C)(C)C1CCC(=O)O,270.3215,-7.747146969020107,1.9519317165676296e-06,SVOC
CCCC(OC(=O)C)OO,148.1571,-2.0665127121512947,0.5127914291549136,IVOC
CC(C)(C(=O)CC=O)C(=O)O,158.1519,-4.350665141287858,0.002845379994852657,IVOC
CC(=C(C=O)N(=O)=O)C(=O)O,159.0969,-3.5100415205751654,0.019831300629196955,IVOC
CC(=O)CC(=O)C(C)(COO)O,176.1672,-3.571865205971211,0.019045432832066014,IVOC
CC(C)C1C(C(C(=O)O1)OO)O,176.1672,-5.97061622231479,7.603960123250236e-05,SVOC
C=C(C)C(CO)C(=O)O,130.1418,-4.004803708402821,0.0051921125967648,IVOC
C(C(Cl)O)(Cl)O,130.958,-0.8210230527068306,7.977007170445469,VOC
C=CC(CON(=O)=O)OO,149.1021,-1.863279432843593,0.8240154006886061,IVOC
CC(C=O)C(C)CO,116.1583,-1.9100948885606024,0.5763500831055127,IVOC
CC(CC(=O)OC(=O)C)OO,162.1406,-4.361510743045363,0.0028451949815609633,IVOC
CCCCCCC(CC(=O)CC)OO,202.2906,-5.005682847330363,0.000805422683085815,IVOC
CCC(C(=O)O)OC(=O)C(=O)C,174.1513,-4.567030709125595,0.0019038249448172005,IVOC
CCC(C)(CC)OO,118.1742,-1.079876673709276,3.9662218113390324,VOC
CC(C)(C)OCCO,118.1742,-1.176525770829699,3.1748842864805225,VOC
CCCCC(=O)C(CC(=O)CC)OO,202.2475,-4.403402904373539,0.003222636033924558,IVOC
CC(CC(=O)C)C(=O)OO,146.1412,-2.6861327796308467,0.12144255362660938,IVOC
CC(CON(=O)=O)(C(CC=O)CO)OO,223.1806,-6.103473782510445,7.094367135175764e-05,SVOC
CC(=O)C(=O)CC(=O)CC(=O)OO,188.1348,-4.086716098239582,0.006215614041020862,IVOC
C(CCON(=O)=O)CO,135.1186,-2.1817741063860447,0.3586509880564527,IVOC
C(CC(=O)COO)C=O,132.1146,-3.42712839779952,0.019932116535652845,IVOC
CCC(O)OC(=O)C,118.1311,-0.910094888560602,5.861386513262135,VOC
CC1(C=O)C(C)(C(=O)O)O1,144.1253,-3.4685210829577446,0.019767426952440128,IVOC
CC(C)(C=O)C(C=O)C(=O)OON(=O)=O,219.1489,-2.1567672219019904,0.6161735821911969,IVOC
CC1(C)CC(C1CCC(=O)O)C(=O)CCO,228.2848,-8.023650020996726,8.720833117412273e-07,SVOC
CC1(C)C2C(=O)CC(=O)C1C2O,168.1898,-6.139661993429006,4.918907570649e-05,SVOC
CC1(C(CC(=O)CC1O)O)O,160.1678,-7.330683119433888,3.017331954857474e-06,SVOC
CCC(=O)C=CC(=O)C(=O)C,154.1632,-2.20690839982342,0.386192039872187,IVOC
CC(C)(C)CO,88.1482,-0.1278437272517071,26.49114454869899,VOC
CC1(C)C2CCC(C=O)(C1C2)O,168.2328,-2.600326278518962,0.17033951091742455,IVOC
CCCCC(=O)C(=O)C(C(=O)CC)OO,216.231,-3.7166987712964494,0.016747507724014184,IVOC
CCCCC(CCC(=O)CC)O,172.2646,-3.552841968657781,0.019457411897383897,IVOC
CCCC(C(CC(=O)CC)O)O,174.2374,-3.5816987086802543,0.018415082736695697,IVOC
C1C(CC(=O)CC1=O)O,128.1259,-6.274088367704952,2.749663587843202e-05,SVOC
C(=CC(=O)C=O)C(=O)C=O,140.0936,-1.0291883891274822,5.283976867619359,VOC
C1(C(C(=O)OC1=O)O)O,132.0716,-5.040005161671584,0.00048588699910437415,IVOC
CC(C)(CC(=O)C(=O)CCC=O)C(=O)CCO,242.2683,-7.101823516502323,7.730437559632453e-06,SVOC
CC(=O)OC(=O)CC(=O)OON(=O)=O,207.0951,-3.0467236633326955,0.07502001752457017,IVOC
CC(C)(C(C)(C)O)O,118.1742,-2.0385789059335515,0.4361890573768289,IVOC
CCC(CON(=O)=O)O,135.1186,-1.3010299956639813,2.725311459395538,IVOC
COCO,62.0678,-0.3439017979871681,11.342154407988259,VOC
CC(=O)C(CC(=O)OO)CO,162.1406,-4.173925197299173,0.004382254339415744,IVOC
CCC(C)(C)CO,102.1748,-0.5361070110140927,11.994103344872011,VOC
CC(=O)C(CC(=O)C=O)O,144.1253,-3.007004901568658,0.057209259180003205,IVOC
CC(CO)(C(C(=O)OON(=O)=O)OO)ON(=O)=O,272.1238,-3.007004901568658,0.10801712817421615,IVOC
CC1(C)CC2C1CCC(C)(C(CCC2=O)OO)O,256.338,-8.522878745280337,3.1021675278393974e-07,SVOC
CCCCOC(=O)C(C)O,146.1843,-1.7423214251308154,1.067358489256734,IVOC
CC(=O)C(=O)OC(C)(C(=O)C)O,174.1513,-3.575118363368933,0.0186869902332611,IVOC
CCCC12C=CC(C(C1O)OO2)OO,202.2045,-6.575118363368933,2.1697188115285064e-05,SVOC
CC(=O)C(=O)C(C1(C)C(C=O)O1)O,186.162,-4.286509456906058,0.003882509977077382,IVOC
CC1=CC2(C)C(C(C)(C1(O)OO)OO2)ON(=O)=O,263.2014,-5.335358024443875,0.0004905250286720172,IVOC
CCc1cc(cc(c1O)N(=O)=O)N(=O)=O,212.1595,-3.686132779630847,0.017630340695262262,IVOC
CC(C)C(C)(C)O,102.1748,-0.4685210829577448,14.013728994008538,VOC
CCCC(=O)C=CC1C(C(=O)OO)O1,200.1886,-5.348721986001856,0.000361783168206178,IVOC
CC(C)C(=O)C(C(C(=O)C=O)O)OO,204.1773,-4.580044251510242,0.00216617832660063,IVOC
CC(C(C)(C)ON(=O)=O)OO,165.1445,-1.8416375079047504,0.9593069874330415,IVOC
CC(C)(C)COO,104.1476,-0.8477116556169436,5.965798932240724,VOC
CC(=O)C(C(C)(C1C(C)(C=O)O1)OO)O,218.2039,-4.261219441515631,0.004823630896957628,IVOC
C(C=O)C(=O)CCON(=O)=O,161.1128,-3.46344155742847,0.022357306939649123,IVOC
CCCC(=CC(=O)OO)C(=O)C(C=O)O,216.188,-3.573488738635425,0.02328487154548304,IVOC
CC(=CCO)C(=O)OON(=O)=O,177.1122,-2.8728952016351923,0.09573798382557712,IVOC
CC(C)(C=O)OC=O,116.1152,-0.7304870557820837,8.71230398207514,VOC
CC(C)(CC(=O)OON(=O)=O)O,179.1281,-1.2915790998652872,3.692458481878916,VOC
CC(CC(C(=O)OON(=O)=O)O)O,195.1275,-3.2700257143004445,0.04226917459668023,IVOC
CC(CO)C(C(=O)OON(=O)=O)O,195.1275,-3.204815410317576,0.04911725316262287,IVOC
CC(CCO)(C(=O)OON(=O)=O)O,195.1275,-3.319664486585437,0.037703788886051845,IVOC
CC(C)(CO)C(=O)OON(=O)=O,179.1281,-0.9430951486635274,8.237578609279774,VOC
CC(C(C)O)C(=O)OON(=O)=O,179.1281,-0.978810700930062,7.587243455915581,VOC
CC(=CC(=O)OON(=O)=O)CO,177.1122,-2.9746941347352296,0.0757330319814267,IVOC
CCC(=O)CC(=O)OON(=O)=O,177.1122,-1.401209493236885,2.8364163864741867,IVOC
CCCC(=O)C=CC(=O)OON(=O)=O,203.1495,-1.9430951486635275,0.934225269896728,IVOC
CCC(C(=O)OON(=O)=O)O,165.1015,-0.39040559077478,27.106686279276243,VOC
CC(=O)C(CO)O,104.1045,-2.0904439707588245,0.34100169140534337,IVOC
CC(C)C(C(=O)OON(=O)=O)ON(=O)=O,224.1256,-0.5559552040819238,25.134327080748967,VOC
C(=O)Cl,64.471,2.3364597338485296,5643.585924723271,VOC
CCC(=O)C=CC(C(=O)C)OO,172.1785,-4.85078088734462,0.0009793299444299508,IVOC
CC(CO)C(C)O,104.1476,-2.906578314837765,0.052095708985764086,IVOC
CC(C)(c1ccccc1)ON(=O)=O,181.1885,-2.245651664288981,0.4151547072939936,IVOC
CCOC(CO)O,106.1204,-2.1203307943679466,0.3244883321530771,IVOC
CCCC1(C(C(=O)OC1=O)O)OO,190.1507,-4.966576244513051,0.0008284240249082653,IVOC
CCC(CC(=O)C)ON(=O)=O,161.1558,-1.6516951369518391,1.4497122366992619,IVOC
CCC(OC(=O)C)ON(=O)=O,163.1287,-0.7746907182741372,11.055303207454473,VOC
C=C(C)C(CC=O)CO,128.169,-1.869666231504994,0.697987693763864,IVOC
CC(C)(C=O)ON(=O)=O,133.1027,0.1003705451175629,67.65321060445758,VOC
C\C1=CCCC(=O)C2CC(C)(C)C2CC1,206.3239,-3.9546770212133424,0.009238543720983924,IVOC
C(C(=O)O)Br,138.948,-1.9956786262173567,0.5661150166249398,IVOC
CC1=C(C)C(=O)OC1=O,126.11,-2.223298816011589,0.3042157613094483,IVOC
CC(=O)CCC(CC(=O)O)C(=O)C,186.2051,-6.441291429466834,2.719137338659474e-05,SVOC
C=C(CCO)C1(CC(C)(C)C1CCC(=O)C)ON(=O)=O,285.3361,-6.701146923590294,2.2905553917630427e-05,SVOC
CC(=O)OC(C)(C)C=O,130.1418,-1.341035157335565,2.393936647244439,IVOC
Cc1cc(c(c(C)c1C)OO)N(=O)=O,197.1879,-3.958607314841775,0.008749917300453906,IVOC
Cc1cccc(c1)CO,122.1644,-2.530177984021837,0.14537766314749145,IVOC
Cc1ccc(c(C)c1)O,122.1644,-2.0056828473303634,0.4863991644968612,IVOC
C(C(Cl)(Cl)O)Cl,149.4036,-0.9355420107730816,6.991173059219659,VOC
CC1(C)CC(C1CC=O)C(=O)O,170.2057,-4.5951662833800615,0.0017439692291774437,IVOC
CC(C)C(=O)C(C(C1C(C=O)O1)O)OO,218.2039,-5.131355561605174,0.0006504859913962935,IVOC
CC(CO)(C(C(=O)OO)O)ON(=O)=O,211.1269,-2.3381873144627385,0.39091943081130975,IVOC
C(C(C(CO)(CO)O)ON(=O)=O)O,197.1433,-6.7447274948966935,1.431480803293544e-05,SVOC
C(=CC(=O)OO)C(=O)C(C=O)O,174.1082,-3.258060922270801,0.038769420064205994,IVOC
C=C(CCO)C(=O)CC(C)(C)C(CC=O)OO,244.2842,-7.092051478387727,7.972139712132914e-06,SVOC
CC1(C)CC(C1CCC(=O)OC)OO,202.2475,-4.195860567664649,0.005197010515468212,IVOC
CO,32.0419,0.6253124509616739,54.54584988275499,VOC
CCC(C)(C)OO,104.1476,-0.8068754016455384,6.553976291757416,VOC
CC(C)(CC=O)C(CCC(=O)OC)ON(=O)=O,247.2451,-4.405607449624573,0.003919685704167937,IVOC
CC(C)(C(CC=O)C(=O)O)OO,176.1672,-5.515700160653214,0.00021674839603657214,SVOC
CC(CO)(C(C(=O)OON(=O)=O)ON(=O)=O)ON(=O)=O,301.122,-1.8961962790440432,1.542684828499779,IVOC
CC(C)C(C(=O)C)O,116.1583,-0.826813731587726,6.981801819733452,VOC
CC(CC(=O)OO)CO,134.1305,-2.603800652904264,0.13472800900454682,IVOC
C(C=O)C(=O)COO,118.088,-2.677780705266081,0.10003594134277746,IVOC
CCC12C=C(C)C(C(CC)(C1O)OO2)(O)O,230.2576,-6.255707016877324,5.155110253074964e-05,SVOC
CCCCCCCCCC,142.2817,-0.5606673061697374,15.783842573098966,VOC
CC(=O)CCC(C(C)(C)CC=O)OO,202.2475,-3.87942606879415,0.010769315353874466,IVOC
CC(=O)CC(C)(C(C)O)ON(=O)=O,191.1818,-2.5228787452803374,0.23136560785911023,IVOC
CC(=O)CC(C)(CON(=O)=O)O,177.1552,-2.563837352959244,0.19509563507298305,IVOC
C1=CC(=O)C(C(C1=O)ON(=O)=O)OO,203.1064,-4.367542707815276,0.0035148913257113403,IVOC
COC(=O)OCON(=O)=O,151.0749,-0.6989700043360187,12.188585618768554,VOC
CC(C)(C=O)C(=O)CCC(=O)OO,188.1779,-3.801342913045578,0.01199379732907949,IVOC
CC(=O)CCON(=O)=O,133.1027,-1.2225731776106885,3.216212154926198,VOC
C=CC(=O)CON(=O)=O,131.0868,-1.1778319206319825,3.511220007535397,VOC
CC1(C=O)C(C)(C(=O)OON(=O)=O)O1,205.1223,-1.5734887386354248,2.209302277006142,IVOC
C=C(C)C(CC=O)CC(=O)O,156.1791,-4.391473966422806,0.0025578787306103096,IVOC
CS(=O)OO,96.1057,-2.4100503986742923,0.1508098642060181,IVOC
CCOCC(=O)OO,120.1039,-1.0268721464003012,4.55424053962682,VOC
CCC(=O)C=C(C)C(C(=O)C)OO,186.2051,-4.928117992693875,0.00088634863525364,IVOC
CCCc1cccc(c1OO)N(=O)=O,197.1879,-3.281498311132726,0.04160187952852176,IVOC
CCC1(C=O)C(C)(C=O)O1,142.1525,-1.4596705252091262,1.9898254351274864,IVOC
CC1(C)CC(C1CCC(=O)OC)C(=O)C(=O)CC=O,268.3056,-6.012780770091995,0.00010509449518235039,SVOC
CC(CO)(C(C=O)CO)O,148.1571,-3.400116927926312,0.023786828531894615,IVOC
CC(C)C1=CC(=O)C(=O)C(C1=O)O,182.1733,-5.8124792791635365,0.0001131713372418437,SVOC
CC(C=O)C(=O)O,102.0886,-2.493494967595128,0.1321944681141172,IVOC
C(C(C(=O)CON(=O)=O)OO)O,181.1009,-4.892790030352131,0.0009351075845048171,IVOC
CC(=O)CCC1C(CC1(C)C)C(CCC=O)(CO)ON(=O)=O,315.3621,-8.069050968832476,1.0851493918315523e-06,SVOC
C(=O)C(C(CO)OO)O,136.1033,-5.153044674980176,0.000385971272431092,IVOC
CC(C=O)(CO)ON(=O)=O,149.1021,-1.269217724333611,3.235914493215108,VOC
CC(=O)CCC(C(C)(C)CC(=O)C(=O)CCO)ON(=O)=O,303.3083,-7.5638373529592435,3.340242082163375e-06,SVOC
CCC(C)(CC)O,102.1748,-0.4596705252091263,14.30224694388518,VOC
CCC(=O)C=CC(C=O)O,142.1525,-3.338187314462739,0.026320745669265577,IVOC
CCC(=O)C(=O)CC(=O)OO,160.1247,-2.3946949538588904,0.26031211243520286,IVOC
CC(C)CC(=O)OO,118.1311,-0.0909791457888439,38.64702814841944,VOC
CC(C)(CC(=O)C(=O)CCC=O)C(CCO)ON(=O)=O,289.2818,-7.806875401645538,1.8204414300827982e-06,SVOC
CC(CO)C(C)OO,120.147,-3.408935392973501,0.01890203397691781,IVOC
CC1(C)C2CCC(=O)C1C2,138.2069,-1.614393726401688,1.3547744595639761,IVOC
Cc1c(C)c(c(c(C)c1N(=O)=O)O)O,197.1879,-5.148130399270234,0.0005655628364202479,IVOC
CC(C(CON(=O)=O)O)(C(=O)OON(=O)=O)O,256.1244,-2.85078088734462,0.14568038077875847,IVOC
C(=O)C(C(=O)OON(=O)=O)O,165.0584,-0.6716203965612623,14.182351198837456,VOC
C(CC(=O)CC=O)COO,146.1412,-3.747146969020106,0.010552532572409292,IVOC
C(CO)C(=O)C(C=O)O,132.1146,-3.1450869776921446,0.038158811335634875,IVOC
CC(O)OC=O,90.0779,-0.1890957193312996,23.510049026715887,VOC
CC(=O)OC(C)(C)C(=O)OON(=O)=O,207.1382,-1.7520267336381934,1.478987371013702,IVOC
CC(=O)C=CC(=O)C(=O)C,140.1366,-1.9281179926938743,0.6670595174841366,IVOC
CC(=O)C=CC1(C)C(C=O)O1,154.1632,-3.6798537138889458,0.012997445464297454,IVOC
C(CC(CC=O)O)C=O,130.1418,-2.600326278518962,0.13177151281981447,IVOC
C=C(CCO)C(=O)C=O,128.1259,-2.5185573714976948,0.1566067795331749,IVOC
CC(=O)C(C(C1C(C)(C(=O)C)O1)OO)O,218.2039,-5.619788758288394,0.00021125390789595466,SVOC
C=CO,44.0526,0.9334872878487056,152.47190794089357,VOC
CC(=CC(=O)OON(=O)=O)C(=O)C=O,203.1064,-1.1012748184105066,6.489030139774784,VOC
C1CO1,44.0526,2.1367205671564067,2434.574753834779,VOC
CC(=O)C(CCC(=O)C=O)CC=O,184.1892,-4.455931955649724,0.002600538017858591,IVOC
CC(=O)C=CC(C)(C(=O)C)O,156.1791,-3.508638306165728,0.01953060114505408,IVOC
CC(=O)OC(C)(C)C(=O)OO,162.1406,-2.1163385648463824,0.500361876067618,IVOC
CC(C(C=O)O)ON(=O)=O,149.1021,-1.5257837359237447,1.7923838642715662,IVOC
C\C1=CCCC(CO)(C2CC(C)(C)C2CC1)O,238.3657,-6.213248577854439,5.8847251751712244e-05,SVOC
C(=O)OC(=O)OCO,120.0609,-1.9355420107730807,0.5618114486837448,IVOC
CC(C(C)(C)O)O,104.1476,-2.0599818449923366,0.3659303429564559,IVOC
CC(C=O)CO,88.1051,-0.5606673061697374,9.77382915924635,VOC
CCC(C)(CON(=O)=O)O,149.1451,-1.4672456210075022,2.0516079340469564,IVOC
CCCCC(C)ON(=O)=O,147.1723,-0.3716110699496884,25.23167072048248,VOC
CCC12C(C(C)(C=C(C)C1(O)O)OO2)O,216.231,-6.132532512140949,6.428600621145012e-05,SVOC
CC(CC(=O)C(=O)C)OO,146.1412,-2.617982957425132,0.14207599720394581,IVOC
C1C(C(C(=O)O1)OO)ON(=O)=O,179.085,-3.835647144215563,0.010547342970553887,IVOC
C=C(CCOO)C1CC(C)(C)C1CCC(=O)C,240.3386,-5.404503778174426,0.00038198890610432844,IVOC
CC(=O)C(C)(C)C(=O)O,130.1418,-2.8068754016455384,0.0818978326688887,IVOC
CC1(C)C(CC=O)CC1C(=O)COO,200.2316,-5.603800652904264,0.0002011235685231535,SVOC
CCCCC(C)(C)ON(=O)=O,161.1989,-0.7328282715969863,12.029977181707295,VOC
CCC(=CC(=O)OO)C(=O)C(C=O)O,202.1614,-3.3726341434072675,0.034577619772347655,IVOC
CS(=O)(=O)OON(=O)=O,157.1026,-0.2335871528876005,37.010693330334504,VOC
C=C(CCC=O)C1CC(C)(C)C1CC(C(=O)C)O,252.3493,-6.169411331314856,6.891627166710129e-05,SVOC
CCCC(=C(C=O)N(=O)=O)C(=O)O,187.1501,-3.889410289700751,0.00973891947788916,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)C(CC=O)OO,270.3215,-7.004803708402821,1.078469535019768e-05,SVOC
CCCON(=O)=O,105.0926,0.9795483747040952,404.43758889168294,VOC
CC(=O)C(C)(C)ON(=O)=O,147.1293,-0.6108339156354675,14.541066291272527,VOC
CC(C)C(=O)CO,102.1317,-0.5590909179347823,11.371051964156386,VOC
C(C(Cl)(Cl)O)OO,146.9574,-3.1456939581989194,0.042386592323784646,IVOC
CCC12C(C(C(=C(C1(O)OO)O)C)(N(=O)=O)OO2)O,279.2008,-6.638272163982407,2.59045167924849e-05,SVOC
C=C(CCO)C(=O)O,116.1152,-4.341988603342887,0.002131235651529135,IVOC
C=C(CCO)C1(CC(C)(C)C1CCC(=O)O)OO,258.3108,-9.723538195826755,1.9694065132194098e-08,LVOC
CC(C)C(=CC(=O)C=O)C(=O)OO,186.162,-1.9956786262173567,0.7584787382685035,IVOC
Cc1cccc(c1)COO,138.1638,-2.889410289700751,0.07189769724724603,IVOC
CC(=O)C(CCC(=O)O)C=O,158.1519,-4.869666231504994,0.0008612697293836508,IVOC
CC(=O)C(CCO)C(=O)OON(=O)=O,207.1382,-3.3279021420642825,0.039272546009968365,IVOC
C(=O)OCOO,92.0508,-0.8860566476931632,4.827273670871145,VOC
CC(C(C)O)C(=O)C=O,130.1418,-1.4647058799572297,1.8007023465018468,IVOC
C=CC(=O)OON(=O)=O,133.0596,0.8819549713396004,409.00836114182795,VOC
CC(=O)C=CC1(C)C(C(=O)OON(=O)=O)O1,231.1596,-3.853871964321762,0.013054822497583678,IVOC
CC12C=CC(C)(C(C)(C1O)OO2)OO,202.2045,-5.764471553092451,0.0001402976073619936,SVOC
CC1(C=O)C(C(=O)OO)O1,146.0981,-2.1214782044987937,0.4455509405088446,IVOC
CC(C)(CC=O)OO,118.1311,-1.9913998282380825,0.4860661986607622,IVOC
CC(=O)C1CCC(C)(C(C1)ON(=O)=O)O,217.2191,-4.767003889607846,0.0014983908820171193,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)CC(C=O)O,254.3221,-7.110698297493689,7.950909400605727e-06,SVOC
CC(=O)CC(C)(CO)O,132.1577,-2.4341521813264824,0.19618748134854516,IVOC
CC12C=CC(=O)C(C1O)OO2,156.136,-4.823908740944319,0.0009447682925019544,IVOC
CC(C)(C(=O)CC(=O)OO)O,162.1406,-2.9318141382538383,0.07652593398681218,IVOC
C(=CC(=O)OON(=O)=O)C(=O)C=O,189.0798,-0.8794260687941502,10.068159029147516,VOC
CCC(=O)OO,90.0779,0.6464037262230695,160.9729786527842,VOC
CC(=O)OC(=O)CC(=O)O,146.0981,-4.718966632752273,0.0011256644131903346,IVOC
CCC(=O)CC(C)OO,132.1577,-2.8239087409443187,0.07996772337576573,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)CCC(=O)OO,270.3215,-7.690369832574101,2.2245478780994233e-06,SVOC
CC(=O)OC(C)(C)O,118.1311,-0.5606673061697374,13.104725944285255,VOC
C=CC(=O)OO,88.0621,0.9722028383790644,333.2137217996528,VOC
C=C(CCO)C(=O)CC(C)(C)C(CCC(=O)C)ON(=O)=O,301.3355,-7.262012673666569,6.649188208376323e-06,SVOC
CC(C)(C(C=O)C(=O)CCC=O)OO,202.2045,-4.61261017366127,0.001990268383507353,IVOC
CC(=CC(=O)C(=O)C)C(=O)C=O,168.1467,-2.178486471595227,0.4497103449991454,IVOC
CC(=C(C)C(=O)C(=O)C)C(=O)C=O,182.1733,-3.0043648054024503,0.07275300251261367,IVOC
CCC(=O)CC(C(CC)O)ON(=O)=O,205.2084,-3.2958494831602008,0.041886748806843344,IVOC
CC1(C)CC(C1CCC(=O)OC)C(CCC=O)(CO)ON(=O)=O,331.3615,-7.939302159646388,1.53720181695987e-06,SVOC
CC1=C(C)C(=O)C(C)(C(C1=O)O)O,184.1892,-4.856985199745905,0.0010327850985209826,IVOC
CC(C)C(C)COO,118.1742,-1.1817741063860443,3.1367475382945718,VOC
CC(CC=O)C(=O)C,114.1424,-1.0877779434675845,3.7618377280495343,VOC
C=C(C)C1CC=C(C)CC1,136.234,-0.9706162223147904,5.88031088324542,VOC
CCC(=O)C(C(C1C(C=O)O1)O)O,188.1779,-5.165579296318468,0.0005184660490988161,IVOC
CC(C(=O)C)C(C(=O)C)O,144.1684,-2.2365720064370627,0.33730988880816926,IVOC
CC(=C(C)C(=O)OON(=O)=O)C(=O)C(C(=O)C)O,261.1855,-3.767003889607846,0.018016738478111836,IVOC
Cc1cccc(c1OO)N(=O)=O,169.1348,-2.7986028756795487,0.10848285339100468,IVOC
CC(CC(=O)C)C(C)O,130.1849,-2.2104192878355744,0.3234985417005825,IVOC
CC(=O)C(C(C)(C1C(C)(C=O)O1)ON(=O)=O)O,247.202,-4.249491605148654,0.005614245198307772,IVOC
CC(C)(C(CON(=O)=O)OO)O,181.1439,-4.0,0.007307262604402348,IVOC
CC(=O)C(=O)OC(C(=O)C)OO,176.1241,-4.330683119433888,0.0033179257937644975,IVOC
CC(C)(CON(=O)=O)O,135.1186,-1.2262135550188065,3.2376700137618992,VOC
C=C(CCO)C(=O)CC(C)(C)ON(=O)=O,217.2191,-5.166215625343521,0.0005976038488512717,IVOC
CC(=CC(=O)C=O)C(=O)C=O,154.1201,-1.712198270069774,1.2061241499352149,IVOC
CCC(=O)CC(=O)C(CC)O,158.195,-2.4485500020271247,0.22718191291145934,IVOC
CCC1=C(C)C2C(C(C1(O)OO)OO2)ON(=O)=O,263.2014,-5.209714835966758,0.0006550951140489937,IVOC
CC(C)C(=O)C=CC1C(C=O)O1,168.1898,-3.9746941347352296,0.007191782103293708,IVOC
CC(C)(CC(=O)C(=O)CCC=O)ON(=O)=O,231.2026,-4.097453220686009,0.007451959642601568,IVOC
CCCCOCC=O,116.1583,-0.5900668766687054,12.042436695781861,VOC
CCC1(C(C(=O)C)O1)C(=O)OO,174.1513,-3.3726341434072675,0.02978678142444625,IVOC
CC(C)(C)OC=O,102.1317,0.5740312677277188,154.49798864342918,VOC
CC(C)c1ccccc1,120.1916,-0.6108339156354675,11.87876257994914,VOC
CC(=O)C(=O)CC=O,114.0993,-1.4294570601181025,1.7122095741849237,IVOC
CCCC(=O)O,88.1051,-0.7878123955960422,5.7932151016623825,VOC
CC1=CC(=O)C(C(C1=O)ON(=O)=O)OO,217.133,-4.580044251510242,0.002303629240810681,IVOC
C=C(CCC=O)C(=O)CO,142.1525,-3.1101382787418115,0.04449868984607865,IVOC
CC(=O)C1(CC(CO)C1(C)C)O,172.2215,-5.012780770091995,0.0006745864268970588,IVOC
CC(=O)C(C=O)ON(=O)=O,147.0862,-0.978810700930062,6.230059987268834,VOC
CC(=O)C1CC(CC=O)(C1(C)C)OO,200.2316,-4.801342913045577,0.0012762057761710156,IVOC
CC1(C)CC(C1CC=O)C(CCC=O)(CON(=O)=O)O,287.3089,-6.178486471595227,7.68411063317477e-05,SVOC
